column_position_1based,definition,gene_label,schema_role,source_path,units
8263,Source-provided gene/feature label; no independent ontology verification.,FAM117B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8264,Source-provided gene/feature label; no independent ontology verification.,FAM118A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8265,Source-provided gene/feature label; no independent ontology verification.,FAM118B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8266,Source-provided gene/feature label; no independent ontology verification.,FAM120A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8267,Source-provided gene/feature label; no independent ontology verification.,FAM120A2P,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8268,Source-provided gene/feature label; no independent ontology verification.,FAM120AOS,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8269,Source-provided gene/feature label; no independent ontology verification.,FAM120B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8270,Source-provided gene/feature label; no independent ontology verification.,FAM120C,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8271,Source-provided gene/feature label; no independent ontology verification.,FAM124A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8272,Source-provided gene/feature label; no independent ontology verification.,FAM124B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8273,Source-provided gene/feature label; no independent ontology verification.,FAM131A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8274,Source-provided gene/feature label; no independent ontology verification.,FAM131B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8275,Source-provided gene/feature label; no independent ontology verification.,FAM131B-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8276,Source-provided gene/feature label; no independent ontology verification.,FAM131B-AS2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8277,Source-provided gene/feature label; no independent ontology verification.,FAM131C,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8278,Source-provided gene/feature label; no independent ontology verification.,FAM131C2P,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8279,Source-provided gene/feature label; no independent ontology verification.,FAM133A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8280,Source-provided gene/feature label; no independent ontology verification.,FAM133B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8281,Source-provided gene/feature label; no independent ontology verification.,FAM133CP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8282,Source-provided gene/feature label; no independent ontology verification.,FAM133DP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8283,Source-provided gene/feature label; no independent ontology verification.,FAM133EP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8284,Source-provided gene/feature label; no independent ontology verification.,FAM133FP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8285,Source-provided gene/feature label; no independent ontology verification.,FAM133GP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8286,Source-provided gene/feature label; no independent ontology verification.,FAM135A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8287,Source-provided gene/feature label; no independent ontology verification.,FAM135A-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8288,Source-provided gene/feature label; no independent ontology verification.,FAM135B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8289,Source-provided gene/feature label; no independent ontology verification.,FAM136A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8290,Source-provided gene/feature label; no independent ontology verification.,FAM136BP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8291,Source-provided gene/feature label; no independent ontology verification.,FAM136CP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8292,Source-provided gene/feature label; no independent ontology verification.,FAM136DP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8293,Source-provided gene/feature label; no independent ontology verification.,FAM136EP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8294,Source-provided gene/feature label; no independent ontology verification.,FAM136FP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8295,Source-provided gene/feature label; no independent ontology verification.,FAM136GP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8296,Source-provided gene/feature label; no independent ontology verification.,FAM138A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8297,Source-provided gene/feature label; no independent ontology verification.,FAM138B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8298,Source-provided gene/feature label; no independent ontology verification.,FAM138C,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8299,Source-provided gene/feature label; no independent ontology verification.,FAM138D,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8300,Source-provided gene/feature label; no independent ontology verification.,FAM138E,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8301,Source-provided gene/feature label; no independent ontology verification.,FAM138F,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8302,Source-provided gene/feature label; no independent ontology verification.,FAM13A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
